SEQKEY;Response;Creative;Marketing Segment;CHANNEL
UB003770028;Y;A;13;Web
UB0038308310;N;A;35;Web
UB003858312;N;A;35;Direct Mail
UB0039106014;N;A;35;Web
UB0039688713;N;A;35;Email
UB0039873518;N;A;35;Email
UB0040094514;N;A;35;Email
UB0040340212;Y;A;1;Email
UB0040539910;N;A;1;Web
UB004087327;N;A;7;Direct Mail
UB0043871314;N;A;54;Email
UB004413294;N;A;13;Web
UB0044603919;N;A;13;Email
UB0044771420;Y;A;13;Direct Mail
UB004481423;N;A;13;Web
UB004497445;N;A;13;Web
UB004517658;Y;A;13;Email
UB004574654;N;A;1;Direct Mail
UB004624574;N;A;54;Direct Mail
UB004689758;Y;A;13;Email
UB0047149015;N;A;13;Direct Mail
UB004761017;N;A;13;Email
UB0047847915;N;A;13;Direct Mail
UB0048329715;N;A;13;Web
UB0048427916;N;A;35;Email
UB0048633218;N;A;35;Email
UB0048820514;N;A;35;Web
UB0048997110;N;A;35;Email
UB004953588;N;A;35;Direct Mail
UB0050562813;N;A;35;Email
UB0051131120;N;A;35;Email
UB005154032;N;A;35;Web
UB005155028;Y;A;35;Direct Mail
UB005156501;N;A;35;Email
UB0052046010;N;A;31;Email
UB0052807516;N;A;35;Direct Mail
UB005374236;N;A;35;Email
UB0053786010;N;A;13;Direct Mail
UB0053790220;N;A;13;Web
UB0054868516;N;A;13;Direct Mail
UB0055025119;N;A;13;Web
UB005502854;N;A;13;Direct Mail
UB0055162218;N;A;54;Direct Mail
UB0055207512;N;A;35;Direct Mail
UB0055768617;N;A;13;Direct Mail
UB005589403;N;A;35;Web
UB0057500112;N;A;13;Email
UB0057558917;N;A;13;Web
UB0057593614;N;A;1;Email
UB005814399;N;A;13;Web
UB005835264;N;A;13;Direct Mail
UB005935666;N;A;35;Web
UB0059412715;N;A;13;Email
UB0059650219;N;A;13;Direct Mail
UB0060252415;N;A;35;Email
UB006092971;N;A;35;Email
UB006178034;N;A;13;Email
UB006269866;N;A;35;Web
UB0063108511;N;A;35;Direct Mail
UB006322248;N;A;35;Email
UB0063377615;N;A;13;Email
UB0063548214;N;A;13;Direct Mail
UB0063611818;N;A;35;Direct Mail
UB0063710816;N;A;13;Email
UB0063983115;N;A;35;Email
UB0064365011;N;A;13;Direct Mail
UB006478183;N;A;35;Email
UB0066078713;N;A;1;Direct Mail
UB006636589;N;A;35;Email
UB0066397110;N;A;35;Email
UB006670635;N;A;13;Web
UB0069101417;N;A;13;Email
UB006910556;Y;A;13;Direct Mail
UB0069135212;N;A;35;Direct Mail
UB0069520518;N;A;13;Email
UB0070115117;N;A;13;Email
UB007090227;N;A;13;Email
UB0070927920;N;A;13;Email
UB0071217412;N;A;35;Direct Mail
UB0071811416;N;A;35;Email
UB0071981513;N;A;35;Web
UB007203918;N;A;35;Email
UB0072160514;N;A;35;Email
UB0072343715;N;A;1;Web
UB007259781;Y;A;13;Web
UB007265888;N;A;35;Web
UB0072787511;N;A;13;Web
UB007279585;N;A;13;Web
UB007297075;N;A;35;Email
UB007429572;N;A;13;Email
UB007433281;N;A;35;Email
UB0074425011;N;A;35;Email
UB0074534912;N;A;35;Direct Mail
UB0074662819;Y;A;35;Email
UB0074786512;N;A;35;Web
UB0074874920;N;A;35;Email
UB0074884818;N;A;54;Direct Mail
UB0075316020;N;A;13;Direct Mail
UB007594641;N;A;13;Email
UB0076869718;N;A;35;Web
UB007711884;N;A;35;Direct Mail
UB0077137820;N;A;1;Email
UB007771776;N;A;35;Email
UB0078640018;N;A;35;Direct Mail
UB0078795212;N;A;35;Email
UB0079408114;N;A;54;Web
UB008012665;N;A;35;Direct Mail
UB008042787;N;A;54;Web
UB008173382;N;A;59;Direct Mail
UB0081791611;N;A;13;Web
UB0081895520;N;A;13;Direct Mail
UB008232111;N;A;13;Direct Mail
UB0082330217;N;A;13;Email
UB008288899;N;A;13;Direct Mail
UB0083000019;N;A;13;Direct Mail
UB008391001;N;A;35;Direct Mail
UB0084326810;N;A;13;Web
UB008454872;N;A;13;Email
UB0085001618;N;A;35;Email
UB008521521;N;A;35;Direct Mail
UB0085343212;N;A;35;Web
UB0085574211;N;A;35;Direct Mail
UB0085700315;Y;A;35;Email
UB008618641;N;A;13;Web
UB0087969215;N;A;13;Email
UB008798588;N;A;13;Direct Mail
UB0087994017;N;A;13;Web
UB008926121;N;A;35;Direct Mail
UB0090635414;N;A;13;Direct Mail
UB009124285;N;A;13;Email
UB0091381415;N;A;35;Direct Mail
UB0091401016;N;A;13;Direct Mail
UB0091411911;N;A;13;Web
UB0091732819;N;A;35;Email
UB009190684;N;A;35;Direct Mail
UB009220474;N;A;13;Web
UB0092396120;N;A;35;Email
UB0093785410;N;A;35;Email
UB009409812;Y;A;13;Email
UB009468226;N;A;13;Direct Mail
UB009482819;N;A;13;Email
UB0094848910;N;A;13;Email
UB009504858;N;A;13;Email
UB009514264;N;A;13;Direct Mail
UB009585791;N;A;35;Email
UB009664325;N;A;35;Email
UB0096997216;N;A;35;Email
UB0098260311;N;A;35;Email
UB0098429416;N;A;35;Email
UB0098448417;N;A;35;Email
UB010093154;N;A;13;Direct Mail
UB010212525;N;A;13;Direct Mail
UB010241402;N;A;13;Email
UB010242154;N;A;13;Email
UB010244477;N;A;35;Email
UB010247933;N;A;13;Email
UB0103122811;N;A;13;Web
UB010350139;N;A;35;Direct Mail
UB0104476711;N;A;31;Direct Mail
UB0104617613;Y;A;59;Email
UB0104836217;N;A;31;Email
UB0104852911;N;A;13;Direct Mail
UB010540148;N;A;35;Email
UB010590054;N;A;13;Web
UB0105912014;N;A;13;Direct Mail
UB0106252018;N;A;13;Web
UB0106285016;N;A;13;Email
UB0106495519;N;A;13;Email
UB0107328716;N;A;35;Email
UB0107361817;N;A;13;Email
UB010783933;N;A;13;Email
UB0107841911;N;A;13;Email
UB010812156;N;A;13;Direct Mail
UB0108231220;N;A;13;Email
UB010825858;N;A;2;Direct Mail
UB0108574519;N;A;13;Web
UB0109736915;N;A;35;Web
UB0109915916;N;A;35;Direct Mail
UB0110570913;N;A;13;Email
UB011063277;N;A;13;Email
UB0111260618;N;A;13;Email
UB011142483;N;A;13;Direct Mail
UB0112296919;N;A;35;Email
UB011242709;N;A;35;Web
UB0112518612;N;A;31;Email
UB0112586311;N;A;35;Direct Mail
UB011292792;N;A;35;Email
UB011312003;N;A;35;Email
UB0114005215;N;A;2;Email
UB0114169619;Y;A;35;Direct Mail
UB0115873211;N;A;13;Email
UB0116108219;N;A;2;Direct Mail
UB011695989;N;A;35;Email
UB011707112;N;A;13;Web
UB0117225310;N;A;31;Direct Mail
UB0117383016;N;A;31;Email
UB0117441618;N;A;35;Direct Mail
UB0117697313;N;A;35;Email
UB011786318;N;A;2;Email
UB0118125417;N;A;13;Web
UB011865507;Y;A;13;Email
UB0118869719;N;A;35;Email
UB0118994317;N;A;13;Web
UB011916673;N;A;13;Direct Mail
UB011955516;N;A;13;Direct Mail
UB0120648118;N;A;2;Web
UB012069864;N;A;7;Email
UB0121348711;Y;A;2;Direct Mail
UB012172729;N;A;59;Email
UB0121748817;N;A;7;Web
UB012202278;N;A;2;Web
UB0122424517;N;A;59;Email
UB0123205719;N;A;13;Direct Mail
UB0123253717;Y;A;2;Email
UB012334771;N;A;35;Direct Mail
UB0123709812;N;A;13;Web
UB0123806212;N;A;13;Web
UB012395732;N;A;2;Direct Mail
UB0124097715;Y;A;13;Direct Mail
UB012490519;N;A;35;Web
UB0125937313;N;A;13;Direct Mail
UB012672694;N;A;2;Email
UB0126729320;N;A;2;Email
UB0127076813;N;A;2;Direct Mail
UB0128538615;N;A;13;Direct Mail
UB0128549316;N;A;13;Email
UB0128715015;Y;A;13;Email
UB0129265511;N;A;13;Email
UB012932991;N;A;13;Direct Mail
UB012957322;N;A;13;Email
UB0130830317;N;A;35;Web
UB0131361814;N;A;35;Direct Mail
UB013156473;N;A;13;Email
UB0131910219;Y;A;13;Email
UB013197712;N;A;59;Web
UB0132132210;N;A;59;Email
UB013359914;N;A;35;Web
UB0133939916;N;A;35;Direct Mail
UB0134097518;N;A;35;Web
UB0135716913;N;A;13;Email
UB013592492;N;A;2;Email
UB013614923;N;A;35;Email
UB013678127;N;A;13;Web
UB0136939610;N;A;13;Direct Mail
UB013728796;N;A;13;Email
UB0137604512;N;A;13;Email
UB0138380118;N;A;2;Direct Mail
UB0138512912;N;A;13;Email
UB0139126710;N;A;33;Email
UB013940978;N;A;2;Direct Mail
UB0139870013;Y;A;13;Web
UB0140278313;N;A;2;Email
UB014053497;N;A;13;Email
UB0140626320;N;A;2;Email
UB014077174;N;A;13;Direct Mail
UB014088716;N;A;13;Email
UB0140894714;N;A;13;Email
UB014096301;N;A;13;Direct Mail
UB014120306;N;A;33;Email
UB014161301;N;A;13;Direct Mail
UB0141902712;N;A;33;Email
UB014194236;N;A;13;Email
UB0142226011;N;A;13;Web
UB0142331811;N;A;35;Direct Mail
UB0142844020;N;A;13;Email
UB0143101413;N;A;35;Web
UB014318321;N;A;13;Web
UB014387953;N;A;35;Email
UB0143923118;N;A;2;Direct Mail
UB0144562614;N;A;35;Email
UB014469544;N;A;35;Email
UB014552036;N;A;13;Email
UB014680577;N;A;35;Email
UB0147138220;N;A;34;Email
UB014798725;N;A;34;Direct Mail
UB014810357;N;A;2;Direct Mail
UB0148419513;N;A;13;Web
UB0149273517;N;A;13;Web
UB014945255;N;A;13;Email
UB0149697517;N;A;32;Email
UB015009251;N;A;34;Email
UB015064765;N;A;13;Direct Mail
UB0150662520;N;A;13;Web
UB0150947018;N;A;13;Email
UB0151420719;N;A;3;Email
UB0152216819;N;A;13;Email
UB015226142;N;A;13;Email
UB015289753;N;A;10;Email
UB015296848;N;A;35;Web
UB015329778;N;A;35;Direct Mail
UB0153647311;N;A;35;Direct Mail
UB0153977414;N;A;13;Email
UB015404832;N;A;54;Email
UB0154158018;N;A;13;Email
UB0154177018;N;A;35;Web
UB0154671216;N;A;13;Web
UB0154904710;N;A;3;Direct Mail
UB0154952620;N;A;35;Email
UB0155228010;N;A;13;Direct Mail
UB015530153;N;A;35;Email
UB015750348;N;A;3;Email
UB0157983812;N;A;35;Web
UB015817271;N;A;1;Email
UB015899518;N;A;56;Direct Mail
UB0159718614;N;A;35;Web
UB0160255619;N;A;35;Email
UB016057811;N;A;33;Direct Mail
UB0160645816;Y;A;3;Email
UB016076626;N;A;35;Email
UB0161764618;N;A;13;Web
UB0161820618;N;A;13;Direct Mail
UB0161927915;N;A;13;Web
UB0163468215;N;A;7;Email
UB016499531;N;A;3;Direct Mail
UB016574025;N;A;7;Email
UB0166348316;N;A;13;Web
UB0166479617;N;A;34;Direct Mail
UB0166619720;N;A;13;Email
UB0166717913;Y;A;31;Email
UB016725672;N;A;31;Email
UB016727733;Y;A;3;Web
UB0167813518;N;A;3;Direct Mail
UB016786558;N;A;35;Web
UB0168040414;N;A;13;Email
UB0168297012;N;A;54;Email
UB0168439817;N;A;35;Email
UB0169473611;N;A;35;Direct Mail
UB0170005320;N;A;35;Email
UB0170277819;N;A;35;Email
UB017034385;N;A;35;Email
UB017043372;N;A;32;Email
UB017106809;N;A;31;Web
UB0171237110;N;A;31;Direct Mail
UB0171297512;N;A;7;Direct Mail
UB017154817;N;A;34;Email
UB0172453315;N;A;54;Direct Mail
UB0173433418;N;A;56;Direct Mail
UB0173597611;N;A;56;Email
UB017397886;N;A;13;Email
UB0173988717;N;A;13;Direct Mail
UB0174146113;N;A;13;Direct Mail
UB0174378020;N;A;9;Email
UB017506948;N;A;9;Web
UB017548866;N;A;35;Email
UB017565503;N;A;35;Email
UB0177549312;N;A;32;Direct Mail
UB0177675619;N;A;9;Direct Mail
UB018168004;N;A;9;Email
UB0181969716;N;A;35;Web
UB018227412;N;A;56;Email
UB018243661;N;A;13;Email
UB0182478810;N;A;35;Web
UB0182493717;N;A;35;Direct Mail
UB018253633;N;A;9;Direct Mail
UB0182552019;N;A;9;Direct Mail
UB018265773;N;A;35;Direct Mail
UB018557585;N;A;33;Email
UB0185952913;N;A;54;Email
UB0186413119;N;A;35;Direct Mail
UB018656586;N;A;35;Email
UB0186990816;N;A;54;Web
UB018736033;N;A;31;Email
UB0187432012;N;A;35;Email
UB0189339518;N;A;35;Email
UB019013393;N;A;32;Direct Mail
UB019020489;N;A;35;Direct Mail
UB0190629615;N;A;31;Web
UB019070214;N;A;54;Web
UB019073518;N;A;59;Direct Mail
UB0192118811;Y;A;13;Web
UB0193168213;N;A;59;Direct Mail
UB0193359719;N;A;56;Direct Mail
UB0194009719;N;A;13;Web
UB019466982;N;A;1;Email
UB019479939;N;A;7;Web
UB019508312;N;A;59;Direct Mail
UB019519878;N;A;31;Web
UB019523739;N;A;59;Email
UB019535957;N;A;7;Direct Mail
UB0195666313;N;A;7;Email
UB019585294;N;A;32;Email
UB0195894110;N;A;1;Web
UB0196220811;N;A;32;Web
UB0196303214;N;A;35;Email
UB0196430317;N;A;13;Web
UB0196561518;N;A;32;Email
UB019695677;N;A;13;Web
UB019953317;N;A;13;Web
UB0199729513;N;A;56;Direct Mail
UB020035643;N;A;35;Web
UB0200385316;N;A;35;Web
UB0200905816;N;A;35;Web
UB0200953812;N;A;31;Direct Mail
UB0200967813;N;A;31;Direct Mail
UB0201010610;N;A;1;Direct Mail
UB0202014714;N;A;1;Web
UB020278114;N;A;35;Direct Mail
UB0203268819;N;A;31;Email
UB0203918813;N;A;7;Direct Mail
UB020439668;N;A;10;Direct Mail
UB020517209;Y;A;31;Email
UB0205745311;N;A;59;Direct Mail
UB0205921010;N;A;59;Web
UB0205980610;N;A;54;Email
UB0206292512;N;A;13;Web
UB0206585211;N;A;1;Email
UB0207974712;N;A;13;Email
UB0209337519;N;A;7;Direct Mail
UB0209773112;N;A;10;Direct Mail
UB020979961;N;A;1;Direct Mail
UB0209880416;N;A;1;Web
UB021089913;N;A;32;Email
UB0210973411;N;A;13;Direct Mail
UB0211110210;N;A;13;Email
UB0211170612;N;A;10;Email
UB021164659;N;A;13;Web
UB0211694513;N;A;54;Web
UB021182222;N;A;13;Web
UB0212044217;N;A;31;Web
UB021225624;N;A;31;Web
UB0212456814;N;A;59;Direct Mail
UB0212701719;N;A;35;Web
UB0212714018;N;A;35;Email
UB021289573;N;A;31;Email
UB021291389;N;A;31;Web
UB021306984;N;A;7;Web
UB021353254;N;A;31;Email
UB021393197;N;A;13;Email
UB0214066315;N;A;31;Email
UB021607037;N;A;35;Email
UB0216146115;N;A;54;Direct Mail
UB0216272520;N;A;54;Email
UB021649863;N;A;54;Direct Mail
UB021658503;N;A;35;Email
UB0216604918;N;A;35;Email
UB021665512;N;A;54;Web
UB0216928214;N;A;35;Web
UB0217941410;N;A;35;Direct Mail
UB021824911;N;A;13;Direct Mail
UB021923596;N;A;31;Web
UB021995948;N;A;32;Email
UB0220091314;N;A;1;Email
UB022028365;N;A;32;Email
UB0220501115;N;A;13;Direct Mail
UB022124968;N;A;35;Web
UB022144503;N;A;13;Direct Mail
UB022156719;N;A;35;Email
UB0222408718;N;A;35;Web
UB022313555;N;A;13;Email
UB022348886;N;A;13;Direct Mail
UB0223521618;N;A;35;Email
UB0223581018;N;A;31;Direct Mail
UB0224044819;N;A;13;Email
UB0224214711;N;A;13;Email
UB0224330114;N;A;35;Web
UB022497461;N;A;1;Email
UB0225087615;N;A;13;Email
UB022509837;Y;A;7;Email
UB0225147810;N;A;1;Email
UB022520058;N;A;35;Email
UB0226189911;N;A;31;Direct Mail
UB0226195620;N;A;31;Direct Mail
UB0226605419;N;A;13;Web
UB0228155814;N;A;13;Email
UB0228340611;N;A;35;Web
UB022883482;Y;A;13;Direct Mail
UB022927205;N;A;1;Web
UB0229404914;N;A;13;Email
UB0229557412;N;A;35;Web
UB0229951913;N;A;13;Direct Mail
UB023321611;N;A;13;Email
UB023337898;N;A;35;Email
UB0233698016;N;A;35;Direct Mail
UB023487384;N;A;35;Direct Mail
UB0235044512;N;A;35;Email
UB023543308;N;A;13;Direct Mail
UB023694527;N;A;13;Direct Mail
UB0237474210;N;A;13;Web
UB023793291;N;A;13;Email
UB0238153114;N;A;13;Email
UB0238468315;N;A;13;Email
UB0238726418;N;A;13;Direct Mail
UB023885283;N;A;13;Web
UB0239163918;N;A;13;Web
UB0239188616;N;A;13;Email
UB0240165116;N;A;13;Email
UB0240234513;N;A;13;Direct Mail
UB0240647820;N;A;13;Email
UB024124506;N;A;35;Email
UB0241673311;N;A;35;Web
UB024169494;N;A;35;Email
UB0242056020;N;A;13;Email
UB0242079215;N;A;13;Direct Mail
UB0243694711;N;A;35;Web
UB0244290319;N;A;13;Email
UB0244379410;N;A;35;Email
UB0244576519;Y;A;35;Direct Mail
UB024558226;N;A;13;Web
UB024641967;N;A;35;Email
UB0246572220;N;A;35;Email
UB024681973;N;A;35;Web
UB0246870017;N;A;13;Direct Mail
UB024692036;N;A;35;Email
UB024725383;N;A;35;Direct Mail
UB0247444314;N;A;35;Email
UB024749148;N;A;13;Email
UB0248259410;N;A;13;Email
UB0248270113;N;A;13;Email
UB0248552215;N;A;13;Email
UB0248675118;N;A;35;Direct Mail
UB0249019111;N;A;35;Web
UB024915795;N;A;35;Email
UB0249214819;N;A;13;Web
UB0249374017;N;A;35;Email
UB0249407819;N;A;13;Email
UB0249587711;N;A;13;Direct Mail
UB025058321;N;A;13;Web
UB025075989;N;A;13;Direct Mail
UB0250807514;N;A;13;Email
UB0251812420;N;A;13;Email
UB025265155;N;A;13;Email
UB025300381;N;A;13;Email
UB025440622;N;A;13;Web
UB0254426014;N;A;13;Email
UB0254605911;N;A;13;Web
UB025466204;N;A;54;Web
UB0255607416;N;A;13;Web
UB025580885;N;A;13;Email
UB025645574;N;A;13;Email
UB025676917;N;A;35;Email
UB025740361;N;A;35;Email
UB0257426718;N;A;32;Web
UB0257863118;N;A;35;Email
UB0259023013;N;A;35;Email
UB0259201210;N;A;35;Email
UB025935159;N;A;35;Email
UB026046277;N;A;13;Direct Mail
UB0260651518;N;A;13;Web
UB0260706719;N;A;13;Web
UB026179008;N;A;13;Email
UB0261903915;N;A;13;Direct Mail
UB026190704;N;A;13;Email
UB026212414;N;A;7;Web
UB0264516616;N;A;13;Direct Mail
UB0264600816;N;A;35;Email
UB0264811118;Y;A;13;Direct Mail
UB0264962212;N;A;13;Direct Mail
UB026529641;N;A;35;Email
UB0265684118;N;A;13;Email
UB026605204;N;A;35;Direct Mail
UB026617834;N;A;13;Direct Mail
UB0266643615;N;A;35;Email
UB026679139;N;A;54;Email
UB0267071913;N;A;13;Email
UB0267098214;N;A;35;Web
UB0268020515;N;A;31;Email
UB026821446;N;A;35;Email
UB026855274;N;A;35;Email
UB0268922211;N;A;35;Direct Mail
UB026995023;N;A;13;Email
UB0270192812;N;A;35;Web
UB027063648;Y;A;35;Email
UB0270913710;N;A;35;Email
UB0271230513;N;A;13;Email
UB027150272;N;A;13;Direct Mail
UB0271670217;N;A;13;Direct Mail
UB0272718818;N;A;13;Direct Mail
UB0272860814;N;A;35;Email
UB0273331917;N;A;13;Direct Mail
UB027409913;N;A;35;Email
UB027444317;N;A;35;Email
UB0274508110;Y;A;54;Email
UB0274549517;N;A;13;Direct Mail
UB027512209;N;A;35;Email
UB027533178;N;A;13;Direct Mail
UB0275850619;Y;A;35;Email
UB027598841;N;A;13;Web
UB027615346;N;A;13;Email
UB027620293;N;A;35;Email
UB027646522;N;A;7;Email
UB027705276;N;A;13;Direct Mail
UB0278029418;N;A;31;Web
UB027810523;N;A;13;Email
UB027819125;N;A;13;Email
UB0278615015;N;A;13;Email
UB027875549;N;A;35;Email
UB0278803216;N;A;13;Direct Mail
UB0278914719;N;A;31;Web
UB0278998019;Y;A;13;Email
UB0279621715;N;A;13;Email
UB0279716519;Y;A;1;Email
UB028017108;N;A;13;Direct Mail
UB0280520817;N;A;13;Web
UB028054634;N;A;13;Email
UB028055211;N;A;13;Direct Mail
UB028073116;Y;A;13;Direct Mail
UB028109846;N;A;54;Email
UB0281889610;N;A;13;Email
UB0282038914;N;A;1;Email
UB0282749114;N;A;35;Email
UB0282813511;N;A;35;Web
UB0282831711;N;A;7;Direct Mail
UB028321451;N;A;35;Email
UB028403534;N;A;35;Direct Mail
UB0284173210;N;A;35;Email
UB0284447012;N;A;54;Email
UB0284699620;N;A;13;Email
UB028472597;N;A;35;Email
UB0284763013;N;A;13;Web
UB0285080819;N;A;54;Email
UB028656164;N;A;13;Email
UB0286680418;N;A;13;Web
UB0286851111;N;A;13;Web
UB028726613;N;A;35;Email
UB0287535917;N;A;7;Web
UB0288289210;N;A;1;Direct Mail
UB0289150510;N;A;1;Email
UB0289404612;N;A;13;Email
UB028959773;N;A;13;Email
UB028997309;N;A;35;Web
UB0290643615;N;A;1;Web
UB0290728518;N;A;13;Direct Mail
UB029088121;N;A;7;Direct Mail
UB029098027;N;A;13;Direct Mail
UB029098282;N;A;13;Web
UB029169307;N;A;13;Email
UB0292439715;N;A;35;Email
UB029315587;N;A;1;Direct Mail
UB0293314120;N;A;1;Email
UB0293417218;N;A;35;Web
UB0293920514;N;A;35;Email
UB029409638;N;A;35;Email
UB0294345415;N;A;35;Email
UB029447599;N;A;35;Web
UB029507152;N;A;7;Direct Mail
UB0295471713;N;A;1;Direct Mail
UB0295540913;N;A;13;Web
UB029613402;N;A;13;Web
UB0297458218;N;A;13;Web
UB0297466510;N;A;13;Direct Mail
UB0297954014;Y;A;13;Direct Mail
UB029830391;N;A;35;Email
UB0298391411;N;A;35;Email
UB0298911918;N;A;35;Web
UB0299366511;N;A;13;Direct Mail
UB0300206018;N;A;35;Email
UB0300745718;N;A;35;Direct Mail
UB030186861;N;A;13;Web
UB030203773;N;A;13;Email
UB030255092;N;A;35;Email
UB0303004620;N;A;13;Web
UB0303336214;N;A;13;Email
UB0303584712;N;A;1;Direct Mail
UB030400608;N;A;13;Email
UB0304014410;N;A;13;Email
UB030445831;N;A;1;Direct Mail
UB0305135619;N;A;1;Web
UB030612157;N;A;35;Email
UB0306125617;N;A;35;Email
UB0306673515;N;A;35;Email
UB0306804618;N;A;35;Email
UB030735741;N;A;35;Email
UB030739627;N;A;1;Email
UB030759182;N;A;13;Email
UB0307782313;N;A;13;Email
UB030795633;N;A;13;Web
UB030935072;N;A;13;Direct Mail
UB031004439;N;A;32;Web
UB031042962;N;A;35;Direct Mail
UB031162338;Y;A;1;Web
UB031211421;N;A;13;Web
UB031214988;N;A;1;Email
UB0312231419;N;A;13;Email
UB031223971;Y;A;13;Web
UB031268361;N;A;13;Web
UB031296998;N;A;1;Web
UB0313003615;N;A;35;Email
UB0313063012;N;A;13;Email
UB031321805;N;A;13;Web
UB0313592817;N;A;35;Email
UB0313718916;N;A;35;Direct Mail
UB0315474711;N;A;13;Email
UB0315636116;N;A;13;Web
UB0315876314;N;A;13;Email
UB031600413;N;A;13;Email
UB031657015;Y;A;13;Direct Mail
UB031665357;N;A;35;Email
UB0316806917;N;A;35;Direct Mail
UB0317059411;N;A;13;Email
UB0317123810;N;A;32;Email
UB031924658;N;A;35;Email
UB031954353;N;A;35;Email
UB0320004513;N;A;35;Direct Mail
UB032007306;N;A;13;Direct Mail
UB0320464114;N;A;13;Direct Mail
UB032054168;N;A;13;Web
UB0320618218;N;A;35;Web
UB0320884014;N;A;13;Email
UB032103334;N;A;35;Email
UB0321048117;N;A;13;Direct Mail
UB0321103414;N;A;35;Direct Mail
UB0321430112;N;A;13;Email
UB032357937;N;A;35;Direct Mail
UB0323838315;N;A;35;Email
UB032386312;N;A;35;Direct Mail
UB0324355717;N;A;35;Email
UB032576232;N;A;13;Email
UB0325879517;N;A;35;Web
UB032654696;N;A;13;Email
UB0327399212;N;A;35;Direct Mail
UB032760785;Y;A;13;Web
UB0328671318;N;A;35;Direct Mail
UB0328854513;N;A;35;Email
UB0329163019;N;A;13;Email
UB032947179;N;A;35;Direct Mail
UB032957061;N;A;35;Email
UB032994196;N;A;54;Direct Mail
UB0330058918;N;A;13;Direct Mail
UB0330171011;N;A;35;Direct Mail
UB0330535616;N;A;13;Web
UB033184828;N;A;31;Email
UB0332661813;N;A;13;Direct Mail
UB0332995016;N;A;13;Email
UB0333407517;N;A;1;Email
UB0333469515;N;A;35;Email
UB033348287;N;A;35;Email
UB0333654215;N;A;35;Direct Mail
UB0333788810;Y;A;1;Email
UB0333795310;N;A;1;Email
UB0333894415;N;A;13;Email
UB0334046016;N;A;13;Direct Mail
UB033434079;N;A;13;Email
UB0334375320;N;A;13;Email
UB0334564218;Y;A;13;Direct Mail
UB0334601216;N;A;13;Email
